Date,Open,High,Low,Close,Adj Close,Volume
2001-07-30 00:00:00-04:00,16.0,16.079999923706055,15.15999984741211,16.0,10.517755508422852,12589300
2001-08-06 00:00:00-04:00,16.0,16.040000915527344,15.800000190734863,16.0,10.517755508422852,2768600
2001-08-13 00:00:00-04:00,16.0,16.049999237060547,15.199999809265137,15.850000381469727,10.419153213500977,1884000
2001-08-20 00:00:00-04:00,15.949999809265137,16.0,15.600000381469727,15.850000381469727,10.419153213500977,536400
2001-08-27 00:00:00-04:00,16.0,18.25,15.8100004196167,18.25,11.996818542480469,1930000
2001-09-03 00:00:00-04:00,18.25,18.600000381469727,17.399999618530273,18.0,11.83247184753418,1115200
2001-09-10 00:00:00-04:00,16.5,17.850000381469727,16.25,17.5,11.503796577453613,245100
2001-09-17 00:00:00-04:00,16.0,17.700000762939453,15.050000190734863,16.5,10.846433639526367,532100
2001-09-24 00:00:00-04:00,17.5,17.649999618530273,16.350000381469727,17.0,11.175116539001465,332700
2001-10-01 00:00:00-04:00,16.899999618530273,18.5,15.3100004196167,16.0,10.517755508422852,566300
2001-10-08 00:00:00-04:00,16.0,17.690000534057617,15.739999771118164,16.25,10.682099342346191,532000
2001-10-15 00:00:00-04:00,16.25,16.850000381469727,15.800000190734863,16.610000610351562,10.91874885559082,232600
2001-10-22 00:00:00-04:00,18.0,18.450000762939453,16.799999237060547,17.5,11.503796577453613,1128100
2001-10-29 00:00:00-05:00,17.5,19.549999237060547,17.459999084472656,18.299999237060547,12.029685020446777,606200
2001-11-05 00:00:00-05:00,18.5,19.59000015258789,18.049999237060547,18.850000381469727,12.39123249053955,308600
2001-11-12 00:00:00-05:00,18.75,19.25,17.809999465942383,18.40999984741211,12.101998329162598,165000
2001-11-19 00:00:00-05:00,18.450000762939453,19.399999618530273,18.200000762939453,18.899999618530273,12.42409610748291,560000
2001-11-26 00:00:00-05:00,18.899999618530273,19.950000762939453,18.75,19.350000381469727,12.719910621643066,500300
2001-12-03 00:00:00-05:00,19.5,23.75,19.350000381469727,23.75,15.612299919128418,1765400
2001-12-10 00:00:00-05:00,23.75,24.899999618530273,22.510000228881836,24.149999618530273,15.875237464904785,913600
2001-12-17 00:00:00-05:00,24.149999618530273,24.489999771118164,21.25,22.5,14.79060173034668,1110300
2001-12-24 00:00:00-05:00,22.600000381469727,23.190000534057617,22.25,22.979999542236328,15.106127738952637,438700
2001-12-31 00:00:00-05:00,22.979999542236328,24.0,22.65999984741211,23.700000762939453,15.579425811767578,329600
2002-01-07 00:00:00-05:00,23.549999237060547,23.649999618530273,20.75,22.25,14.626251220703125,500900
2002-01-14 00:00:00-05:00,22.5,23.84000015258789,21.59000015258789,22.190000534057617,14.586817741394043,252000
2002-01-21 00:00:00-05:00,23.0,23.25,20.0,20.299999237060547,13.344400405883789,408400
2002-01-28 00:00:00-05:00,20.399999618530273,20.799999237060547,18.5,19.5,12.818513870239258,673700
2002-02-04 00:00:00-05:00,19.5,19.75,18.780000686645508,19.649999618530273,12.917112350463867,253300
2002-02-11 00:00:00-05:00,19.649999618530273,20.18000030517578,19.649999618530273,19.850000381469727,13.113824844360352,153500
2002-02-18 00:00:00-05:00,19.850000381469727,20.25,19.579999923706055,19.600000381469727,12.94865894317627,136000
2002-02-25 00:00:00-05:00,20.0,20.299999237060547,19.100000381469727,19.25,12.717427253723145,213800
2002-03-04 00:00:00-05:00,20.0,20.049999237060547,19.309999465942383,19.899999618530273,13.146855354309082,514100
2002-03-11 00:00:00-05:00,19.850000381469727,20.799999237060547,18.950000762939453,20.5,13.543237686157227,7085000
2002-03-18 00:00:00-05:00,20.5,21.899999618530273,19.899999618530273,20.510000228881836,13.549847602844238,2783100
2002-03-25 00:00:00-05:00,20.260000228881836,21.719999313354492,19.799999237060547,21.649999618530273,14.302985191345215,1389300
2002-04-01 00:00:00-05:00,21.600000381469727,22.0,21.170000076293945,21.899999618530273,14.468144416809082,1005400
2002-04-08 00:00:00-04:00,21.799999237060547,22.479999542236328,21.399999618530273,22.149999618530273,14.633301734924316,931400
