Date,Open,High,Low,Close,Adj Close,Volume
1962-01-01 00:00:00-05:00,0.0,1.441406011581421,1.363281011581421,1.3808590173721313,0.2520296275615692,1491200
1962-01-08 00:00:00-05:00,0.0,1.3730469942092896,1.328125,1.3515629768371582,0.2466825693845749,3084800
1962-01-15 00:00:00-05:00,0.0,1.355468988418579,1.292968988418579,1.3027340173721313,0.23777025938034058,2137600
1962-01-22 00:00:00-05:00,0.0,1.3125,1.285156011581421,1.285156011581421,0.23558926582336426,1926400
1962-01-29 00:00:00-05:00,0.0,1.3046879768371582,1.269531011581421,1.300781011581421,0.238453671336174,2060800
1962-02-05 00:00:00-05:00,0.0,1.296875,1.2753909826278687,1.2753909826278687,0.23379936814308167,1715200
1962-02-12 00:00:00-05:00,0.0,1.2832030057907104,1.2675780057907104,1.2734379768371582,0.23344145715236664,1670400
1962-02-19 00:00:00-05:00,0.0,1.2734379768371582,1.238281011581421,1.25,0.22914479672908783,1606400
1962-02-26 00:00:00-05:00,0.0,1.2558590173721313,1.238281011581421,1.2441409826278687,0.2280706912279129,1715200
1962-03-05 00:00:00-05:00,0.0,1.2734379768371582,1.2363280057907104,1.2714840173721313,0.2330830693244934,1516800
1962-03-12 00:00:00-05:00,0.0,1.3105469942092896,1.269531011581421,1.2949219942092896,0.2373795509338379,2009600
1962-03-19 00:00:00-05:00,0.0,1.3515629768371582,1.285156011581421,1.332031011581421,0.24418216943740845,1894400
1962-03-26 00:00:00-05:00,0.0,1.3515629768371582,1.300781011581421,1.339843988418579,0.245614692568779,1856000
1962-04-02 00:00:00-05:00,0.0,1.347656011581421,1.3066409826278687,1.328125,0.24346624314785004,2067200
1962-04-09 00:00:00-05:00,0.0,1.328125,1.300781011581421,1.3105469942092896,0.24024397134780884,1676800
1962-04-16 00:00:00-05:00,0.0,1.316406011581421,1.300781011581421,1.3125,0.24060200154781342,1043200
1962-04-23 00:00:00-05:00,0.0,1.328125,1.2792969942092896,1.28125,0.23592814803123474,1696000
