Date,Open,High,Low,Close,Adj Close,Volume
1973-02-19 00:00:00-05:00,0.0,2.3399391174316406,2.2560980319976807,2.309451103210449,1.1981768608093262,1123400
1973-02-26 00:00:00-05:00,0.0,2.3551828861236572,2.2103660106658936,2.324695110321045,1.2060850858688354,1597360
1973-03-05 00:00:00-05:00,0.0,2.4314019680023193,2.317073106765747,2.378048896789551,1.2455891370773315,1279200
1973-03-12 00:00:00-05:00,0.0,2.41615891456604,2.309451103210449,2.317073106765747,1.2136502265930176,933160
1973-03-19 00:00:00-05:00,0.0,2.3399391174316406,2.195122003555298,2.2179880142211914,1.1617511510849,708480
1973-03-26 00:00:00-05:00,0.0,2.2942070960998535,2.195122003555298,2.2637200355529785,1.1857049465179443,592040
1973-04-02 00:00:00-05:00,0.0,2.27134108543396,2.2027440071105957,2.2256100177764893,1.1657429933547974,774080
1973-04-09 00:00:00-05:00,0.0,2.370426893234253,2.1875,2.3475608825683594,1.2296196222305298,1330040
1973-04-16 00:00:00-05:00,0.0,2.370426893234253,2.317073106765747,2.370426893234253,1.2415968179702759,533000
1973-04-23 00:00:00-05:00,0.0,2.3856709003448486,2.1646339893341064,2.2027440071105957,1.1537665128707886,1134880
1973-04-30 00:00:00-04:00,0.0,2.317073106765747,2.1570119857788086,2.317073106765747,1.2136502265930176,1353000
1973-05-07 00:00:00-04:00,0.0,2.4009149074554443,2.3018290996551514,2.3018290996551514,1.2056657075881958,1005320
1973-05-14 00:00:00-04:00,0.0,2.3018290996551514,2.1570119857788086,2.195122003555298,1.149774432182312,865920
1973-05-21 00:00:00-04:00,0.0,2.4237799644470215,2.1570119857788086,2.408536911010742,1.2615584135055542,997120
1973-05-28 00:00:00-04:00,0.0,2.4009149074554443,2.1875,2.195122003555298,1.149774432182312,1441560
1973-06-04 00:00:00-04:00,0.0,2.1875,2.0731709003448486,2.126523971557617,1.113843560218811,952840
1973-06-11 00:00:00-04:00,0.0,2.27134108543396,2.126523971557617,2.195122003555298,1.149774432182312,660920
1973-06-18 00:00:00-04:00,0.0,2.2027440071105957,2.0274391174316406,2.0426828861236572,1.0699290037155151,869200
1973-06-25 00:00:00-04:00,0.0,2.10365891456604,2.0198171138763428,2.0807929039001465,1.089890718460083,605160
1973-07-02 00:00:00-04:00,0.0,2.0731709003448486,1.9740849733352661,1.9969509840011597,1.0459749698638916,303400
1973-07-09 00:00:00-04:00,0.0,2.2256100177764893,1.9740849733352661,2.1875,1.1457816362380981,742920
1973-07-16 00:00:00-04:00,0.0,2.4314019680023193,2.179877996444702,2.362804889678955,1.2376047372817993,1184080
1973-07-23 00:00:00-04:00,0.0,2.492377996444702,2.3018290996551514,2.4695119857788086,1.2934956550598145,2159880
1973-07-30 00:00:00-04:00,0.0,2.4695119857788086,2.2560980319976807,2.27134108543396,1.1896973848342896,846240
1973-08-06 00:00:00-04:00,0.0,2.3932929039001465,2.278963088989258,2.3475608825683594,1.2296196222305298,831480
1973-08-13 00:00:00-04:00,0.0,2.362804889678955,2.2027440071105957,2.2027440071105957,1.1537665128707886,542840
1973-08-20 00:00:00-04:00,0.0,2.2103660106658936,2.0884149074554443,2.1112799644470215,1.1058586835861206,969240
1973-08-27 00:00:00-04:00,0.0,2.324695110321045,2.134145975112915,2.3018290996551514,1.2056657075881958,808520
1973-09-03 00:00:00-04:00,0.0,2.4237799644470215,2.2865850925445557,2.4237799644470215,1.2695423364639282,829840
1973-09-10 00:00:00-04:00,0.0,2.4237799644470215,2.3399391174316406,2.378048896789551,1.2455891370773315,711760
1973-09-17 00:00:00-04:00,0.0,2.41615891456604,2.317073106765747,2.3399391174316406,1.2256271839141846,1230000
1973-09-24 00:00:00-04:00,0.0,2.58384108543396,2.3323171138763428,2.5,1.3094651699066162,1443200
1973-10-01 00:00:00-04:00,0.0,2.621951103210449,2.4771339893341064,2.6067070960998535,1.365356683731079,1111920
1973-10-08 00:00:00-04:00,0.0,2.675304889678955,2.560976028442383,2.675304889678955,1.4012876749038696,941360
1973-10-15 00:00:00-04:00,0.0,2.675304889678955,2.545732021331787,2.591463088989258,1.3573716878890991,929880
1973-10-22 00:00:00-04:00,0.0,2.6676828861236572,2.5152440071105957,2.637195110321045,1.3813263177871704,803600
1973-10-29 00:00:00-05:00,0.0,2.6981709003448486,2.5,2.5,1.3094651699066162,1710520
1973-11-05 00:00:00-05:00,0.0,2.5,2.370426893234253,2.408536911010742,1.2615584135055542,862640
1973-11-12 00:00:00-05:00,0.0,2.507622003555298,2.3475608825683594,2.446645975112915,1.2815195322036743,785560
1973-11-19 00:00:00-05:00,0.0,2.4847559928894043,2.3323171138763428,2.446645975112915,1.2815195322036743,944640
1973-11-26 00:00:00-05:00,0.0,2.4009149074554443,2.3323171138763428,2.3475608825683594,1.2296196222305298,987280
1973-12-03 00:00:00-05:00,0.0,2.362804889678955,2.1570119857788086,2.2256100177764893,1.1657429933547974,1074200
1973-12-10 00:00:00-05:00,0.0,2.362804889678955,2.0350608825683594,2.0884149074554443,1.0938822031021118,713400
1973-12-17 00:00:00-05:00,0.0,2.179877996444702,2.0198171138763428,2.0884149074554443,1.0938822031021118,692080
