Date,Open,High,Low,Close,Adj Close,Volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change
2007-04-30 00:00:00-04:00,21.75,21.950000762939453,20.549999237060547,20.979999542236328,18.54445457458496,13490100,,,,
2007-05-07 00:00:00-04:00,21.200000762939453,21.290000915527344,19.11000061035156,19.299999237060547,17.059484481811523,21063500,-2.528732124416311,-3.0068329133111416,-7.007292847544477,-8.007627940094341
2007-05-14 00:00:00-04:00,19.149999618530277,19.75,18.020000457763672,19.309999465942383,17.068323135375977,23512300,-9.669816370916662,-7.233446920165143,-5.703820605832178,0.051814659467108726
2007-05-21 00:00:00-04:00,19.200000762939453,19.700000762939453,18.690000534057617,18.76000022888184,16.58217430114746,11736500,0.26110258697233935,-0.25316069397745,3.7180913389227133,-2.8482612753593983
2007-05-28 00:00:00-04:00,18.90999984741211,19.799999237060547,18.809999465942383,19.549999237060547,17.28046226501465,11482700,-1.5104213750194995,0.5076064479612397,0.6420488413903414,4.211082081771345
2007-06-04 00:00:00-04:00,18.700000762939453,19.049999237060547,18.149999618530277,18.82999992370605,16.64405059814453,17984200,-1.1105186999850525,-3.7878789338344543,-3.5087712182401143,-3.682861081598443
2007-06-11 00:00:00-04:00,18.549999237060547,19.13999938964844,18.020000457763672,18.8799991607666,16.68824577331543,25105000,-0.8021471644866773,0.47244176478917765,-0.7162488347045581,0.2655296721356004
2007-06-18 00:00:00-04:00,18.649999618530277,19.850000381469727,18.5,19.75,17.45724868774414,24292100,0.5390856365640184,3.7095141821440025,2.663704384255583,4.608055497382102
2007-06-25 00:00:00-04:00,19.690000534057617,19.88999938964844,19.11000061035156,19.700000762939453,17.413049697875977,10996800,5.576412529756913,0.20150633455933153,3.297300596494912,-0.25316069397745
2007-07-02 00:00:00-04:00,19.56999969482422,20.899999618530277,19.530000686645508,20.82999992370605,18.411867141723636,9399500,-0.6094506652035592,5.077929913901769,2.1978025268426293,5.7360361269244375
2007-07-09 00:00:00-04:00,20.940000534057617,21.38999938964844,20.0,20.5,18.120176315307617,12834700,7.000515383736716,2.3444965553191865,2.4065504189965337,-1.5842531200899734
2007-07-16 00:00:00-04:00,20.450000762939453,21.799999237060547,20.309999465942383,21.399999618530277,18.91569709777832,29171000,-2.3400179494800333,1.9167828850454427,1.5499973297119052,4.390242041611114
2007-07-23 00:00:00-04:00,21.399999618530277,21.600000381469727,18.3700008392334,18.59000015258789,16.43190574645996,27596400,4.645471003172097,-0.917425975184516,-9.551938344272958,-13.130838859965245
2007-07-30 00:00:00-04:00,18.5,19.5,17.18000030517578,18.700000762939453,16.529142379760742,30432600,-13.551400328153118,-9.722223816585117,-6.47795579582171,0.5917192546996741
2007-08-06 00:00:00-04:00,18.940000534057617,19.0,16.950000762939453,17.559999465942383,15.521478652954102,18326200,2.3783812651763103,-2.564102564102566,-1.3387633186888626,-6.096263371584342
2007-08-13 00:00:00-04:00,17.649999618530273,18.049999237060547,14.9399995803833,16.0,14.142580032348633,21791000,-6.810986690352427,-5.000004015470805,-11.858413522617328,-8.883824108127115
